time_s,rpm,speed_kmh,coolant_temp_C,throttle_percent,lambda
0,1839.7371322408985,48.34200997815586,90.75698861664536,31.106019926618703,1.0018783675397187
1,1818.9263574687122,49.54618113634113,89.07783467582237,29.81924298686881,0.9935589168831213
2,1911.7151330361523,52.82693310871438,90.86960592010566,32.08031380813917,1.0018344625454843
3,2011.5052679968014,53.21740886380349,91.35563785880495,36.81539554974781,1.0081494704355458
4,1900.4693284991697,52.616969264517984,90.4134349032237,34.52605807121274,1.0007329010548855
5,1929.7114189967792,53.55257742048587,91.87679581255807,35.04723009641073,1.0006088753680582
6,2103.649149237395,56.52871640747808,89.22621080089642,31.761706711689996,0.9894701246828986
7,2067.1334628055033,53.44129333501431,88.75534529668859,38.98743890642166,0.9900564862367358
8,1996.093054510394,56.36454258521078,88.22127975109572,39.562550807392746,0.9789609209230046
9,2104.384123953615,55.506018828359004,91.49604431148919,44.95940127084191,1.0262436511478041
10,2050.5819077375245,56.10853152946861,90.65436565635406,38.352212341187055,0.9813420514691307
11,2076.353957072775,59.36766712254672,89.94441532908955,40.697698586748814,0.9896064220330614
12,2158.142465762304,59.43919954414907,90.27996862631981,41.50849241462511,0.989223891016462
13,2010.049423869,60.02498660607739,88.87451095270163,46.16498893299802,1.0134238656541665
14,2048.5371857415716,61.60919522542865,92.44575197961683,41.76823735825531,0.9955757548256196
15,2164.0002536747224,59.63051845534958,90.12922118197523,43.45912934942947,1.018716131090106
16,2149.3871649129596,61.53203696121596,90.1093947946049,44.9576178263,0.989897640636342
17,2275.9080296917973,60.115920874692314,90.72576662389869,44.14726779342979,1.004184912433357
18,2197.3542197347933,61.941182172877596,90.4810092317367,42.64128544585681,0.9874697942011036
19,2175.0650067668007,61.57641199043969,90.22388402427913,44.89388920458817,1.032177236916601
20,2422.1344923984625,62.56138799138018,89.2095255445547,47.799963770029,0.9821860237145573
21,2302.3918313174872,64.07466779562765,90.47146835713599,41.70220005159372,1.0046473106534055
22,2340.1266724118955,61.75055543854238,91.88202449647504,45.31766008146647,1.0095066532139816
23,2233.678509259236,68.05954135295333,91.34542004615498,42.88911271712197,1.0062069864617724
24,2315.672833618321,62.33508705499105,91.5931866266394,48.5787439323971,0.9972206851168344
25,2378.264578790141,62.375159838345276,89.48878432356881,40.36155865192515,0.9980526895039986
26,2286.0554250565315,67.55972720527693,89.01039517974142,43.125533188932195,1.0006571720796866
27,2415.489856163649,67.24986358047553,89.87421307990036,45.739350088366486,0.9977949699755727
28,2343.218742799572,67.32040490799254,90.0557249122887,49.044803149968516,1.0144581867519236
29,2372.292294639091,67.7166270657936,91.09419151847095,43.827750577295404,1.0331578450238703
30,2350.360462984081,66.8049261504641,88.30753537028518,41.97386282230563,0.9916376232248825
31,2548.052513274329,65.38569697821885,91.52955031946061,48.8367952725852,0.9794529553063138
32,2398.6643838458685,67.66351351258795,89.84199210142101,38.34452974324045,0.9986757692747312
33,2313.502142755879,66.46982377820449,89.57311893005259,35.531028187433606,1.0386956400648149
34,2460.8024792397364,70.06682669878312,88.98789562473983,42.83248421992082,0.987944881480454
35,2292.7240761266803,68.09478482207084,88.34514332813423,39.34012555301703,1.024586752081661
36,2401.0176661272976,66.9897873257595,90.82317058396191,37.06824925687512,1.0251655122111467
37,2219.9915118747977,68.22918210832468,90.0733179671884,41.4976623292869,0.9916961763743801
38,2261.5251687005743,69.90802187640891,88.71003910025894,39.302999864842306,1.0085347461877792
39,2373.1247278718515,68.14371460273591,88.70492122793638,36.04028468511178,1.024425949346928
40,2404.655782495042,67.7943172361334,89.66421530070987,33.0181762035245,0.9943130838851877
41,2346.1268836752233,70.07213014894033,91.6690215252894,38.57255665382668,0.9969462945984646
42,2308.673757398265,70.19892774198664,89.74040864863639,36.975425786214565,0.9912747862907704
43,2278.0509788319555,68.79745026755025,88.4968570468819,33.774607971096096,0.984778649039607
44,2166.81608306236,68.94959146746449,89.75425693591406,38.64126818250625,0.9902608368240099
45,2209.256381461176,70.41399960679637,89.72727643025233,28.906545821919547,0.9816408959985662
46,2210.5720256292493,67.08979819959134,87.30311335705842,26.546263018049693,1.0005112520238884
47,2311.45378977202,67.18490191056152,89.94570513348219,28.04816418565583,0.9884504015341203
48,2232.7673714961675,68.55458361832524,89.76906546979133,28.987629799519805,1.0035067886768612
49,2041.6156088516836,69.53400966884728,90.69620636481342,28.858795818279596,0.9766615653069456
50,2185.0100040139578,70.52997428623131,91.84895609494535,26.41777238329873,1.0049632034832168
51,2103.803648001545,72.78400864294846,91.12656502954776,27.223049659140422,1.0125029344241339
52,2055.1470630684016,71.45171755406665,89.73111130944517,21.454697874502312,0.9700939653614282
53,2132.152427881199,69.2976960453145,88.89347409125833,28.604326680273612,1.0056108485477135
54,2138.9078899399738,69.43892020175853,92.57335980324986,23.115739815399508,1.0184150348870993
55,2103.499004760695,67.30963434587437,90.05921843401448,25.83273176593921,0.981855384719632
56,1933.855488235732,69.09394847770255,90.01392929191294,22.66107732543388,1.0250885858025656
57,1947.7498173374295,68.34868447590802,89.97587491288999,22.192391293320565,1.0062852851404906
58,1970.0506720406747,69.34543893469534,90.19808476076786,21.761439246812856,0.9894248221636238
59,1992.2971985864049,66.79876413118927,89.85563958807606,20.669465206407995,0.9991634638351344
60,1846.338065808297,69.22464156499598,89.42633799311976,20.576130849983706,1.0083749036878258
61,1840.026067206357,70.96394414216655,89.45314105875961,22.007478020777377,1.001140080871186
62,1736.441599539492,67.37357845543751,89.96724672978401,18.034866435916538,1.0080813398866955
63,1699.2591216532571,68.06761077717536,89.45657522886623,19.053374686561714,0.9861898961038095
64,1829.9775797349878,68.29838324274114,89.28715421732284,16.1963003522113,1.0025404123605413
65,1843.5821215676008,65.75076609874753,90.1064302276919,20.38513412728699,0.9787942825464253
66,1699.5917737876243,66.61811304001263,89.74502278257914,13.69679198547945,0.9983316090797695
67,1756.141448827322,65.79386898858768,91.5039929885827,20.85339324650086,0.9864413853780282
68,1675.606220787712,65.54527335677875,87.34903019160699,15.119341330495136,0.9889670508611536
69,1566.2655120065324,63.368084675823475,91.09150685192246,10.802309639143889,1.0185413976281565
70,1618.4417118269012,64.51073798328437,91.24608519249763,15.399989488263444,1.016369651808914
71,1684.7540249457015,64.98926052111567,87.92660976759186,12.960134901713026,1.0091370718136077
72,1531.6216508942923,66.41155082661311,89.65731240591965,17.579461514428562,0.9836153085299113
73,1633.099503271701,64.92879603248102,89.6285591340042,13.220286303788978,0.9952538732545779
74,1272.5187071277244,66.8031555648749,88.59248830528217,14.026085774065518,1.0181964654996878
75,1522.8154091046115,60.43474775630303,89.22218331240913,9.947513687216329,1.0021257537045987
76,1439.8490308934224,63.1734382381463,88.88942415453417,14.574621339991165,1.0347899430997254
77,1385.7043297236303,61.242137571271954,91.75227044342363,9.037810068574784,1.0058997675909156
78,1394.681166612456,64.68963330286462,90.93567839314746,11.996471693740531,1.0028807367473505
79,1207.0816123800212,58.11655021697567,91.27155509499416,19.52703141495085,0.9953632530369625
80,1328.344751788242,57.46600884835469,90.72167206404323,20.157459602438795,1.0020031135717342
81,1355.4538530652228,57.34881231378855,88.87094822878277,19.684905372015088,0.9977129524542918
82,1427.265256940675,53.69245477669538,89.47547973372022,16.16757637217207,1.0106216301503288
83,1250.9481618928403,56.27256312365348,90.48937456122792,19.63390927957229,1.0143505347519188
84,1212.375048320392,55.18149768001071,88.77787219110806,20.52019281464347,0.9882101580923808
85,1222.865821576087,56.368796920309535,90.71299843017239,17.85193230625774,0.9800315056966333
86,1323.532607366493,56.113026034799965,89.75967460184187,26.671779496121694,0.9724569194034506
87,1265.2685422377053,58.537328262711426,89.6251791924504,25.663054180520657,1.0076198699036882
88,1186.6579393649272,56.03599060218978,90.7109599682035,23.26841951394625,0.9834495009073919
89,1261.597558276685,52.32689777819044,90.44426331148604,24.939276237439636,0.9677066411057128
90,1221.248133348785,51.025570818500626,89.63903383418092,26.43391595085877,1.0058286790679645
91,1285.385284140689,53.14479786607298,91.15932980336424,20.65233253005715,1.0373949927614918
92,1147.6211503097331,48.85665162705726,88.91893667240011,27.019091349578627,0.9999089363269016
93,1174.954365016851,54.49453078037452,90.61593560694426,26.707706213744157,1.0125773616167746
94,1168.6773932109668,52.524064768508666,90.59310125796839,26.74737163088483,1.0012274403782135
95,1083.3431307642038,48.560220979887205,89.69045356068601,29.908604269574727,0.9985166552021328
96,1225.9908568636617,45.40624807326664,90.32613302224212,37.141297653305976,1.0137861472448166
97,1226.556500194363,50.875503810211335,88.74888642361469,34.65933251142505,0.9956458818371702
98,1210.9375089567975,47.27595693657678,90.9240270192069,31.99967374449026,1.0040108847110785
99,1198.0911876888958,49.320718741081954,89.81509786355701,36.39086879676914,1.0048254670929402
100,1111.4157758380838,42.99978542490156,89.47727697948096,39.81033476832631,0.9899786431953542
101,1200.2191729972274,44.33767977345684,91.04900922583688,39.30038333473627,1.014880635243048
102,1217.094029281219,44.89966535889974,89.29565630945724,37.59059137683964,0.9973756036495689
103,1192.3578335810478,44.341565452462746,88.59153870363645,36.323179223489994,0.9886638226076073
104,1257.0243496346275,42.71229058647303,88.4433708264761,41.17423354576114,1.008047647653556
105,1316.9633724892078,44.2300353109026,90.60600995134564,41.03525513704709,0.9865229802731345
